2025-03-12 11:40:15,697 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-12 11:40:15,713 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-12 11:40:15,713 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-03-12 11:40:15,713 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-03-12 11:40:15,713 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-12 11:40:15,713 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-12 11:40:15,713 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-12 11:40:15,713 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-12 11:40:15,713 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-12 11:40:15,723 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-12 11:40:15,723 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-12 11:40:15,723 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-12 11:40:44,054 INFO  SwAddin.cs: 294 - Assembly export called for file Quad drone Assemb(revised)
2025-03-12 11:40:50,709 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-12 11:40:50,909 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-12 11:40:50,926 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Quad drone Assemb(revised)
2025-03-12 11:40:50,926 INFO  ExportHelperExtension.cs: 1136 - Found 87 in Quad drone Assemb(revised)
2025-03-12 11:40:50,936 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Quad drone Assemb(revised)
2025-03-12 11:40:50,943 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-12 11:40:51,042 INFO  ExportHelperExtension.cs: 1160 - 16 components to check
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Quaddrone Arm-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Quaddrone Arm-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Quaddrone Arm-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Quaddrone Arm-2
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Quaddrone Arm-2
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Quaddrone Arm-2
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Quad drone Main bracket - CL-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1136 - Found 114 in Quad drone Main bracket - CL-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Quad drone Main bracket - CL-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wing-3
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1136 - Found 33 in wing-3
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wing-3
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Raspberry Pi 3B+ Case-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Raspberry Pi 3B+ Case-1
2025-03-12 11:40:51,052 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Raspberry Pi 3B+ Case-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 5X4.7 CL-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 62 in 5X4.7 CL-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 5X4.7 CL-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 5X4.7 CL-2
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 62 in 5X4.7 CL-2
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 5X4.7 CL-2
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Quaddrone Arm-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Quaddrone Arm-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Quaddrone Arm-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller Ring for Qdrone-2
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Propeller Ring for Qdrone-2
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller Ring for Qdrone-2
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller Ring for Qdrone-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Propeller Ring for Qdrone-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller Ring for Qdrone-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller Ring for Qdrone-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Propeller Ring for Qdrone-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller Ring for Qdrone-1
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wing-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 33 in wing-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wing-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Propeller Ring for Qdrone-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Propeller Ring for Qdrone-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Propeller Ring for Qdrone-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Quaddrone Arm-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Quaddrone Arm-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Quaddrone Arm-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 5X4.7 CL-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 62 in 5X4.7 CL-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 5X4.7 CL-4
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 5X4.7 CL-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1136 - Found 62 in 5X4.7 CL-3
2025-03-12 11:40:51,059 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 5X4.7 CL-3
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Quad drone Assemb(revised)
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1136 - Found 87 in Quad drone Assemb(revised)
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [RefAxis] in Quad drone Assemb(revised)
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1160 - 16 components to check
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Quaddrone Arm-1
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Quaddrone Arm-1
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Quaddrone Arm-1
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Quaddrone Arm-2
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Quaddrone Arm-2
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Quaddrone Arm-2
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Quad drone Main bracket - CL-1
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1136 - Found 114 in Quad drone Main bracket - CL-1
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Quad drone Main bracket - CL-1
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wing-3
2025-03-12 11:40:51,069 INFO  ExportHelperExtension.cs: 1136 - Found 33 in wing-3
